ee4fba0ef3a9ec7c88ef76d889e63b1c7af85484	2026-05-13T19:54:16+12:00	Move viz sensibility into viz folder (#74130)
0d8f11ea7df7e255a5bf56b3c6c8c69d70d43e8f	2026-05-13T13:33:51+03:00	Compile-time asset compression and Brotli compression (#72221)
2c8318d72a95d5d68d8f5902751e1ab0d93ab983	2026-06-21T15:08:07+10:00	Remove enterprise legacy services (#76132)
9fd9561b4c379c2c3bf609025605d55903d1eac7	2026-06-21T15:08:36+10:00	Bundle size stats (#76043)
45d21618a244af942af7607fd35837569eaca1ab	2026-06-22T11:27:18+10:00	Lazy load react-virtualized (#75680)
e3ce080ee8dad712e2891ccfd8a1d95effb4cf14	2026-06-22T14:11:55+01:00	Gdgt 2590 replace deprecated tooltip component (#76117)
e5b06223a1e2e9a363b264d631817b3f9daa58d6	2026-06-23T09:32:04+10:00	Lazy load `leaflet` (#75222)
3d5661eb5484d2fddc6d5d20b8bf18c16b162ca8	2026-06-23T16:24:56+10:00	Lazy load `echarts` module (#75220)
f9fe25703143e7917d84318366f792b2043491d4	2026-06-24T11:09:43+10:00	Allow full async lazy-loading Embedding SDK chunks (#75985)
65a4459af7cad88caafaefa72840e4e3a0925cfc	2026-06-24T16:54:30+02:00	Gdgt 2498 integration treemap (#76346)
914130d706e2e5d4ab4de7ca92e10f5ac8d2b86d	2026-07-02T06:06:23Z	Bundle-size stats: emit Description column (fixes 422 on upload) (#76860)
a1a4a037fda9e72119f1bec0138a9d79f00978bb	2026-07-02T19:20:12+10:00	Consolidate `basename` into a dedicated module (#76852)
cb49c63e0c67329f72dca4b0780adfd60b858d04	2026-07-15T20:27:53-07:00	Better destination-db errors (#77890)
806e4b756c356757b717aa41afc17db559457f06	2026-07-18T17:42:50+01:00	Data Apps Beta (#74840)
ccfc4fe280229826c89a4b19b6ad948ab82ff971	2026-07-21T17:05:31Z	feat: improve saving the charts (#76757)
428c6be070753012941afad51844d1f8b8ecb781	2026-07-21T20:15:26Z	[Metabot] Animated markdown streaming (#78046)
001485bb4bd3d782044b10f5de33af9badabf90f	2026-07-22T13:32:12+10:00	Keep async vendor chunks out of the main app's initial bundle (#78304)
bd7af8355ee4dd11430af4c9602b4181070b49e0	2026-07-24T12:48:12+10:00	Migrate monitor and metric pages off withRouteProps (#78421)
5fe045c2ab85d4d595bba098961d8ae7253f8614	2026-07-24T13:23:00+04:00	Add an endpoint that outputs Data App Dev diagnostic reports for an agent (#78358)
f923c031c222e8111c212b3656ec790aea9e6297	2026-07-28T19:48:50+04:00	Enhance DevToolBar (#78539)
f8bdb80c12ae971cbf9fabcc9e40fe6ddf52f39b	2026-07-29T12:53:20Z	refactor eajs bridge (#78570)
e3e3a193f88b31c72aa7c244653c5222a14d91bc	2026-07-30T22:22:06-04:00	Fix QB perf (#79132)
c991b6d3f714e42dbffb1da1fe0aa7163cd42db0	2026-07-31T19:25:08Z	Compare ex-data, ex-message of throwables on pivot parity mismatch (#79180)
789d3348472351dfde05dfee4ac62c85e210626e	2026-08-05T21:34:13Z	Explorations (#73244)
258b1708da68344089721b695c9157dbac873cac	2026-08-07T18:36:21+10:00	Split the query builder into its own chunk (#79342)
aee69e552a10976bc9d0ee36eeb676d6b56e853b	2026-08-10T13:13:28+10:00	Drop prettier/standalone from the expression formatter and load the printer on demand (#79639)
b750f8d8fa0ef76ca6bd6d7b941cb4dcbeaa5f40	2026-08-10T21:02:14+10:00	Split documents into its own chunk (#79349)
8350e6cc4a04708aa83cc10a67ea05704e0480ff	2026-08-11T11:54:21+10:00	Fetch the AI auditing pages when their route is matched (#79565)
fa3af4772efabd4eb5b931957d856e61fa969757	2026-08-11T15:20:08+10:00	Give the reference section its own chunk (#79641)
08beefc835ade959cabecc6f725c2ea0445dc8e4	2026-08-12T13:57:40+10:00	Give the admin section its own chunks (#79643)
033ca3a319215a3290af843ee29bb2fec618d799	2026-08-13T13:05:25+10:00	Give the dashboard its own chunk (#79645)
7a8ce63393507ec2d91763e43487b8dc30581823	2026-08-13T15:04:30+10:00	Give the chart-rendering feature pages their own chunks (#79700)
a021efac20f3bd9b964706e7b09c8e1b13bea8f9	2026-08-13T15:49:38+10:00	Give the transforms, Data Studio, monitor and account pages their own chunks (#79701)
3933c111838106df6e0401b29781e4e4fb7afb72	2026-08-18T11:21:10+10:00	Register visualization definitions eagerly, load chart components on demand (#79745)
1f9d8f05ba86740a82ee210cffc9a4b7d7dca1bd	2026-08-19T12:37:47+10:00	Give the remaining route subtrees their own chunks (#79738)
70181282f370d08c3e4a83dd04ec473b25eab536	2026-08-19T12:40:29+10:00	Keep tiptap and prosemirror out of the initial bundle (#79964)
2d2e90cf66e431608f09d266738b1189c2b87bdb	2026-08-19T15:05:14+10:00	Fetch every plugin route factory when its route is matched (#79637)
16906d4383aaa392f698ad17c414aa3f4a885c5a	2026-08-19T16:02:49+10:00	Load CodeMirror editors lazily so they leave the initial bundle (#79809)
f5bdbf045d50ce1f1ede84b068b10abfbe32c788	2026-08-20T08:22:14+10:00	Load the dependency graph and schema viewer pages lazily (#80050)
da126bb88c79a84f4841d43a22a69c84f6ba567a	2026-08-20T13:54:35+10:00	Give the remaining app routes their own chunks (#80160)
e247190827f65c5fc22f6d811168ecd55e376931	2026-08-21T14:17:50+12:00	Make metabase/ui side-effect free (#79962)
485241325825f5b829c20a95287d33b008b20993	2026-08-24T17:39:25Z	Check embedding saml popup source (#80494)
b9846a5b6495420738fabadb0a17bdc5e0887fe1	2026-08-25T12:12:02+10:00	Load enterprise route pages through plugin route slots (#80268)
7c8f7b450ba182c6931aebef5ab13818c44276b2	2026-08-26T11:59:21+10:00	Load the whitelabel settings pages lazily (#80788)
21024ec984527b074b86f72d1312baf9a08a05f5	2026-08-28T09:40:04+10:00	Keep MCP node_modules out of the shared vendor chunk (#81157)
41cd2ab4f7d1d3dd0a490c26e2e8cfc4f4bded84	2026-08-28T11:46:56+10:00	Name the chunks that lazy routes load (#80970)
5d1e1ad8f1ba49ba3275713fec0718d6b4c96e9e	2026-09-10T00:06:10-04:00	Auto-update documentation for master (#82227)
667d038d463ac27c436fb8d731646359ddb33b4e	2026-09-10T21:18:59+12:00	Move the upload error modal slot into status (#82242)
cb4541b965ebd21b86fb5292087e95b6e78c9ca8	2026-09-10T13:37:56-05:00	Extract dispatch type hierarchy (#82226)
c8f77a0925c89350e6b3b69a315644def2928760	2026-09-11T15:41:01+01:00	Data Apps Permissions (#79822)
c505a9a785a6d81f5ee21a2dd73154dadaec67f6	2026-09-12T01:28:00Z	Disable explorations (#82230)
2ab5bdad28367a3ce2f3e5c4e4c4ad85ba2a4ee8	2026-09-14T09:26:22+10:00	Measure each commit once, stamp stats with its timestamp, record total kb, and test different locales too (#82323)
12834520193bcc56b6ab6493373fabba64c6b8c3	2026-09-14T11:50:49+10:00	Read the query builder's source table and TableInfo from the store (#82314)
de8bfa2fbbf7764a6cedfce553ac9a13a9a8de60	2026-09-14T11:41:01+03:00	Stop the Data Studio index redirect clobbering a live navigation (#82185)
9f99cbb9d70e219cf7f7f538667dc9dc78a45e0b	2026-09-14T16:32:44+07:00	chore(sdk): bump SDK version on master to 0.64.0-alpha.3 (#82398)
3dc9a9f23d8f4087642c8831a876b1b9634fdaeb	2026-09-14T22:04:53+12:00	Carve the redux context out as a lib element (#82410)
5529e9aeef91ef5fdfd465eeaa1f1c807b770bba	2026-09-14T15:16:23+04:00	Don't fail data apps typed schema generation on bad models (#82071)
abebe75424ac3039a60ded9be47696564bae9fce	2026-09-14T11:30:13Z	GDGT-3090: preserve display type when opening a transform inspector card as a question (#82260)
8d5cb13553afa92193914833ae5983ff8f006a7c	2026-09-14T15:52:03+04:00	Exclude data app permission groups from SCIM (#82416)
9c43b06290a6f303b125a1fb38ee33a7c9bd149f	2026-09-14T11:55:13Z	Use version-prefixed SDK alpha dist tags (#82419)
bbcf4b7d456b16520292768c6e1f9c78b93cfb43	2026-09-14T16:49:33+04:00	Require auth for data app bundle and iframe routes (#82417)
c6f84f1abeaee857c83e7b20e009d32a0bc5aa3e	2026-09-14T09:24:54-04:00	Move build-scripts.yml jobs into run-tests.yml (#82101)
e0b1eac73d295db8340dfc55c4dea573ab413520	2026-09-14T10:23:03-04:00	run loki tests through run-tests.yml (#82370)
